time,high,low,close,volume
1677003000,400.44,400.25,400.325,8675
1677003300,400.485,400.21,400.305,19560
1677003600,400.49,400.21,400.25,17047
1677003900,400.3,399.885,400.06,16334
1677004200,400.05,399.71,399.725,22796
1677004500,399.79,399.66,399.66,17571
1677004800,399.93,399.555,399.86,24137
1677005100,400.07,399.775,399.79,15639
1677005400,399.77,399.51,399.625,22130
1677005700,399.67,399.5,399.67,17203
1677006000,399.675,399.37,399.51,24325
1677006300,399.575,399.28,399.28,27991
1677006600,399.285,399.06,399.13,29540
1677006900,399.26,398.93,398.95,23907
1677007200,399.07,398.835,398.87,41839
1677007500,399.44,398.83,399.305,20836
1677007800,399.72,399.23,399.72,15590
1677008100,399.81,399.39,399.68,21150
1677008400,399.93,399.35,399.87,18812
1677008700,400.065,399.72,399.905,26069
1677009000,399.84,399.635,399.795,15792
1677009300,399.875,399.45,399.7,9721
1677009600,400.08,399.605,400.08,10705
1677009900,400.085,399.575,399.6,17090
1677010200,399.65,399.35,399.45,16351
1677010500,399.59,399.32,399.44,15486
1677010800,399.76,399.26,399.66,32084
1677011100,399.7,399.37,399.575,37997
1677011400,400.155,399.585,400.09,44079
1677011700,400.08,399.535,399.625,22999
1677012000,399.77,399.425,399.74,36014
1677012300,399.99,399.63,399.8,42202
1677012600,400.01,399.145,399.305,75420
1677012900,399.45,398.935,399.06,84285
1677013200,399.54,399.28,399.54,1900
1677013500,399.48,399.43,399.43,1000
1677013800,399.48,399.42,399.48,2500
1677014100,399.41,399.38,399.38,1000
1677014700,399.41,399.34,399.34,805
1677016200,399.29,399.29,399.29,500
1677076200,400.01,399.405,399.64,25063
1677076500,399.93,399.335,399.89,13173
1677076800,400.205,399.73,400.055,31797
1677077100,400.45,399.99,400.39,21735
1677077400,400.3,399.83,399.83,7067
1677077700,400.135,399.675,399.675,9796
1677078000,399.79,399.2,399.235,7642
1677078300,399.42,398.985,398.985,16785
1677078600,398.9,398.21,398.38,12728
1677078900,398.42,397.94,398.195,23118
1677079200,399.08,398.35,399.02,16054
1677079500,399.175,398.435,398.435,9977
1677079800,398.55,397.72,397.825,19192
1677080100,398.11,397.635,397.74,13811
1677080400,398.35,397.87,398.28,11613
1677080700,398.65,398.265,398.65,9230
1677081000,399.06,398.615,399.01,10695
1677081300,399.38,398.94,399.16,10278
1677081600,399.41,399.03,399.19,6189
1677081900,399.415,399.0,399.245,22269
1677082200,399.35,398.75,398.82,9192
1677082500,398.87,398.595,398.81,12924
1677082800,399.225,398.91,399.17,9531
1677083100,399.225,398.9,399.07,3443
1677083400,399.31,398.94,399.305,8629
1677083700,399.575,398.86,398.95,13085
1677084000,399.35,398.945,399.34,7830
1677084300,399.375,398.95,399.0,3734
1677084600,399.39,398.98,399.04,5045
1677084900,399.44,398.92,399.44,1404
1677085200,399.3,399.1,399.1,9101
1677085500,399.68,399.355,399.46,16271
1677085800,399.34,399.1,399.3,7451
1677086100,399.95,399.29,399.865,10542
1677086400,400.015,399.83,399.955,15459
1677086700,400.195,399.85,399.85,15779
1677087000,400.15,399.87,400.005,10157
1677087300,400.37,399.965,400.18,11041
1677087600,400.47,400.17,400.395,9057
1677087900,400.53,400.15,400.16,11810
1677088200,400.26,400.095,400.18,9321
